Name,SKU,Price,_weight,Description,Featured,Categories,Image
16x10 5on4.5 Raceline Soft 8 Steel Beadlock,RT8160012,269,45,"part# <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">RT8160012</span></span>
 
 <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">16x10,5/4.5, soft 8 black beadlock wheel with 3.75"" back spacing, custom backspacing available upon request.</span></span>
 
 <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">†</span></span>",No,Wheels|Beadlocks|Wheels,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/allied-soft-8-beadlock14.jpg
16x8 8on6.5 Raceline Soft 8 Style Steel Beadlock,RT8168080,250,45,"part# <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">RT8168080</span></span>
 
 <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">16x8,8/6.5, soft 8 steel black beadlock with a 3.75"" backspace, custom backspacing avilable upon request.</span></span>
 
 <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">†</span></span>",No,Wheels|Beadlocks|Wheels,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/allied-soft-8-beadlock13.jpg
16x8 6on5.5 Raceline Soft 8 Style Steel Beadlock,RT8168060,250,45,"part# <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">RT8168060</span></span>
 
 <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">16x8,6/5.5 soft 8 black beadlock with 3.75"" backspace, custom backspacing is available upon request</span></span>
 
 <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">†</span></span>",No,Wheels|Beadlocks|Wheels,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/allied-soft-8-beadlock12.jpg
16x8 5on5.5 Raceline Soft 8 Style Beadlock,RT8168055,250,45,"part# <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">RT8168055</span></span>
 
 <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">16x8,5/5.5 soft 8 black beadlock with 3.75"" backspace, custom backspacing is available upon request</span></span>
 
 <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">†</span></span>",No,Wheels|Beadlocks|Wheels,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/allied-soft-8-beadlock11.jpg
16x8 5on4.5 Raceline Soft 8 Style Steel Beadlock ,RT8168012,245,45,"part# <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">RT8168012</span></span>
 
 <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">16x8,5/4.5, black soft 8 beadlock with a 3.75"" backspace, custom backspacing available upon request</span></span>
 
 <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">†</span></span>",No,Wheels|Beadlocks|Wheels,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/allied-soft-8-beadlock10.jpg
15x14 8on6.5 Raceline Soft 8 Style Steel Beadlock,RT8151480,335,45,"part# <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">RT8151480</span></span>
 
 <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">15x14,8/6.5, soft 8 style black beadlock with 3.5"" backspacing, custom backspacing available upon request at an extra cost</span></span>
 
 <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">†</span></span>",No,Wheels|Beadlocks|Wheels,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/allied-soft-8-beadlock9.jpg
15x12 8on6.5 Raceline Soft 8 Style Steel Beadlocks,RT8151280,300,42,"part# <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">RT8151280</span></span>
 
 <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">15x12,8/6.5, soft 8 style steel black beadlock with 3.5"" backspace, custom backspacing available upon request at an extra cost.</span></span>
 
 <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">†</span></span>",No,Wheels|Beadlocks|Wheels,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/allied-soft-8-beadlock8.jpg
15x10 8on6.5 Raceline Soft 8 Style Steel Beadlock,RT8150080,244,40,"part# <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">RT8150080</span></span>
 
 <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">15x10,8/6.5, soft 8 black beadlock wheel with a 3.5"" backspace, custom backspacing available upon request at an extra cost.</span></span>
 
 <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">†</span></span>",No,Wheels|Beadlocks|Wheels,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/allied-soft-8-beadlock7.jpg
15x10 6on5.5 Raceline Soft 8 Style Beadlock ,RT8150060,244,40,"part# <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">RT8150060</span></span>
 
 <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">15x10, 6/5.5, soft 8 style black beadlock wheel with a 3.75"" back spacing, custom backspacing available upon request at an extra cost</span></span>
 
 <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">†</span></span>",No,Wheels|Beadlocks|Wheels,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/allied-soft-8-beadlock6.jpg
15x10 5on5.5 Raceline Soft 8 Style Beadlock ,RT8150055,244,40,"part# <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">RT8150055</span></span>
 
 <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">15x10, 5/5.5, soft 8 style black beadlock wheel with 3.75"" backspacing, custom backspacing available upon request with an extra cost</span></span>
 
 <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">†</span></span>",No,Wheels|Beadlocks|Wheels,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/allied-soft-8-beadlock5.jpg
15x10 5on4.5 Raceline Soft 8 Style Steel Beadlock,RT8150012,244,38,"part# <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">RT8150012</span></span>
 
 <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">15x10, 5/4.5, soft 8 steel beadlock black powdercoated with a 3.75"" backspace, custom backspacing available upon request† with an extra cost</span></span>
 
 <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">†</span></span>",No,Wheels|Beadlocks|Wheels,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/allied-soft-8-beadlock4.jpg
15x8 5on4.5 Raceline Soft 8 Style Steel Beadlock ,RT8158012,217,36,"part# <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">RT8158012</span></span>
 
 <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">15x8, 5/4.5, soft 8 style black powdercoated steel beadlock† with 3.75"" back space fits jeep wranglers, cherokee's, rangers, custom backspacing available upon request with extra cost</span></span>
 
 <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">†</span></span>",No,Wheels|Beadlocks|Wheels,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/allied-soft-8-beadlock3.jpg
15x8 5on5.5 Raceline Soft 8 Style Steel Beadlock,RT8158055,217,36,"part# <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">RT8158055</span></span>
 
 <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">15x8, 5/5.5 lug pattern, black soft 8 beadlock wheel with 3.75"" backspace, fits early bronco and jeep lug patterns also early f-150s, available with custom backspacing for an extra cost.</span></span>
 
 <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">†</span></span>",No,Wheels|Beadlocks|Wheels,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/allied-soft-8-beadlock2.jpg
15x8 8on6.5 Raceline Black Soft 8 Style steel Beadlock ,RT8158080,217,36,"part# <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">RT8158080</span></span>
 
 <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">15x8 ,8/6.5 , raceline black steel soft 8 style beadlock wheel with a 3.5"" backspace, fits all chevy, ford, and dodge 8 lug patterns pre superduty†</span></span>
 
 <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">†</span></span>",No,Wheels|Beadlocks|Wheels,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/allied-soft-8-beadlock1.jpg
15x8 6 on 5.5 Raceline Soft 8 Black Beadlock wheel,RT8158060,217,36,"part# <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">RT8158060</span></span>
 
 <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">15x8 6/5.5 raceline soft 8 stlee steel beadlock black powdercoat with 3.75 backspace, fits toyotas and chevy 6 lugs</span></span>
 
 <span style=""font-family: Myriad-Roman; font-size: xx-small;""><span style=""font-family: Myriad-Roman; font-size: xx-small;"">†</span></span>",No,Wheels|Beadlocks|Steering|Toyota|Wheels,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/allied-soft-8-beadlock.jpg
Power Tank Package A - PT15-5340-YL,AASPT15-5340-YL,502.99,24,"<div>
 <h2>Part Number: AASPT15-5340-YL</h2>
 <ul>
 	<li>Power Tank Package A</li>
 	<li>15lb TEAM YELLOW Tank</li>
 	<li>Super Bracket</li>
 	<li>Regulator Bag</li>
 	<li>Tank Boot</li>
 	<li>25' Superflex</li>
 </ul>
 </div>
 Power Tank is the original high performance CO2 air system for offroad, 4x4, desert, sand, construction, RV, and commercial use. Power Tank is the ultimate on board air system for performance and reliability and your source for all air related accessories such as HD tire inflators, Monster Valves, tire deflators, N2 shock fillers, tire plug kits, mounting brackets, roll bar clamps, Speed Bags, SuperFlow regulator kits, HP air couplers, CO2 pumps, ARB air locker kits, and Lovell T-case air kits. When you buy a Power Tank you get smart design, high performance, guaranteed reliability, and the best warranty in the industry.",No,Air Systems|Power Tanks,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/956.jpg|http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/9521.jpg
